category,job,summary,responsibilities,url
Marketing & Advertising,Advertising Art Director,"Responsible for designing and supervising the creative process of an advertising or marketing campaign. Creates and sketches out specific parts of an art piece, makes changes as needed, and participates in TV, commercial, and photography shoots to ensure client's vision is met.","<ul><li>Supervise the overall visual appearance of an art piece of scene.</li><li>Ensure the piece or campaign is visually striking, stimulates moods, contrasts features, and psychologically appeals to a target audience. </li><li>Make decisions about designs, colors, fonts, and style.</li><li>Translate desired moods, messages, concepts, and underdeveloped ideas into imagery.</li><li>Concept with copywriter to devise slogan, logos, and campaigns.</li><li>Imagine what the finished pieces looks like. </li><li>Resolve conflicting agendas.</li><li>Ensure deadlines are met.</li><li>Resolve inconsistencies between the various individual inputs.</li><li>Design ideas for commercial, mailer, brochure, or other advertisement.</li><li>Devise headlines or other copy.</li><li>Elegantly communicate the marketing message.</li><li>Hand-render comprehensive layouts.</li><li>Perform preliminary work on a computer.</li><li>Supervise other art directors.</li><li>Coordinate with production department.</li><li>Oversee printing process.</li><li>Work on a concept for sections and pages of a publication.</li><li>Collaborate with photo editors and editors to coordinate what images will match up with certain words.</li><li>Create the specific look and feel of an entire magazine.</li><li>Design book covers.</li><li>Manage multiple accounts.</li><li>Review and approve art and copy materials.</li><li>Approve proofs of printed copy.</li><li>Attend photo shoots and printing sessions as needed.</li></ul>",advertising-art-director-job-description
Marketing & Advertising,Brand Management Specialist,Responsible for managing a company's brand. Develops plans that that support lines of service and brand objectives and devises campaigns that increase the awareness of stature of a company,"<ul><li>Manage and enhance a company's brand or reputation in the public's eye.</li><li>Coordinate objectives with marketing, creative, and advertising departments.</li><li>Ensure brand consistency.</li><li>Develop and enrich customer service experience.</li><li>Drive profitable sales, brand growth and loyalty for a number of business areas.</li><li>Analyze and support both category and cluster marketing plans to align with brand strategy and achieve annual operating plan goals.</li><li>Develop accountability structure for stakeholders.</li><li>Develop and execute brand management plans.</li><li>Create and enhance agency and partner relationships.</li><li>Leverage customer insight data to refine brand management.</li><li>Identify brand-building areas.</li><li>Ensure brand communication for areas of responsibility are consistent with the company and brand positioning.</li><li>Develop and implement media planning, buying, and innovation strategies.</li><li>Coordinate and manage content management and information sharing among departments, divisions and external customers and divisions.</li><li>Provide design and direction for collateral, web, product packaging, and other visual communications media for the company.</li><li>Help promote uniformity and consistency of brand.</li><li>Assist in development and refinement of uniform graphic standards and visual brand strategies.</li></ul>",Brand-Management-Specialist-job-description
Marketing & Advertising,Consumer Behavior Analyst,Responsible for researching and identifying the needs and desire of customers in order to benefit a company and increase profits and customer service experience.,"<ul><li>Determine needs of customers through intense research, surveys, and focus groups.</li><li>Identify market trends.</li><li>Perform complex analysis and modeling for multiple products with the goal of maximizing profits and asset growth and minimizing risk.</li><li>Develop program models to extract data.</li><li>Propose policy and procedure changes to produce optimal results.</li><li>Build and enhance relationships with vendors and other external parties.</li><li>Provide analytical and technical guidance during projects.</li><li>Communicate business trends to senior management.</li><li>Define, measure, and communicate key performance indicators for consumer segment.</li><li>Conduct monthly deep dives on product performance.</li><li>Provide thought leadership on best practices related to e-commerce measurement and testing, segmentation methodologies, customer profile elements, and predictive models.</li><li>Promote consumer segment interests.</li><li>Optimize retention email, direct mail, and site merchandising performance, including measurement, campaign testing, prioritizing concepts, and developing and testing new long-term contact strategies and customer treatments.</li><li>Support the development of customer-centric business and loyalty marketing strategies and analyses.</li><li>Leverage internal learning, benchmarks and category/business knowledge to provide a bigger picture context to analysis.</li><li>Provide actionable recommendations for opportunities that support business objectives identified through ongoing program and customer measurement.</li></ul>",Consumer-Behavior-Analyst-job-description
Marketing & Advertising,Copywriter,"Responsible for brainstorming, creating, and transforming ideas into words for articles, advertisements, publications, and pamphlets. Writes words and text for television commercials, radio, Internet content, jingles, websites, press releases, flyers, and direct mail literature.
","<ul><li>Write copy for clients' ads, brochures, TV spots, radio, and other forms of advertising.</li><li>Research the technical properties of products.</li><li>Determine what makes products appealing to consumers.</li><li>Develop unique, new concepts.</li><li>Conceive, develop and produce effective advertising campaigns.</li><li>Work with account executives to determine client needs and budget.</li><li>Ensure campaign stays within budget.</li><li>Create and present storyboards of ideas.</li><li>Work with art directors to create ideas.</li><li>Write clear and persuasive copy for websites, brochures, ads, and other means of advertising.</li><li>Update digital media with timely content.</li><li>Perform search engine optimization techniques.</li><li>Oversee campaigns from production to completion.</li><li>Revise, edit, and proofread content as needed or directed by client.</li><li>Respond to feedback in a timely manner.</li><li>Work within tight deadlines.</li><li>Cast actors for TV and radio work, including voiceovers.</li><li>Monitor and change advertising campaigns to change effectiveness.</li><li>Check copy for spelling and grammar errors.</li><li>Work with media planners/buyers and the production department to fully develop the advertising campaign.</li><li>Research competitors and keep abreast of market trends.</li><li>Explore different ideas and concepts for both the visual and verbal elements in tandem with the creative team.</li><li>Work with designers, illustrators, printers, photographers and production companies to complete the campaign.</li><li>Write press releases advertising new products.</li></ul>",Copywriter-job-description
Marketing & Advertising,Creative Director,Responsible for guiding a team of employees in an advertising or marketing setting. Approves what ideas and concepts go forward to the client. Makes quick decisions under tight deadlines.,"<ul><li>Manage creative team in an advertising agency.</li><li>Approve or reject advertising campaign ideas.</li><li>Ensure team meets deadlines and stays within budget.</li><li>Attends photo shoots and supervises production team.</li><li>Write copy for clients' ads, brochures, TV spots, radio, and other forms of advertising.</li><li>Research the technical properties of products.</li><li>Determine what makes products appealing to consumers.</li><li>Develop unique, new concepts.</li><li>Conceive, develop and produce effective advertising campaigns.</li><li>Work with account executives to determine client needs and budget.</li><li>Ensure campaign stays within budget.</li><li>Create and present storyboards of ideas.</li><li>Work with art directors to create ideas.</li><li>Write clear and persuasive copy for websites, brochures, ads, and other means of advertising.</li><li>Update digital media with timely content.</li><li>Perform search engine optimization techniques.</li><li>Oversee campaigns from production to completion.</li><li>Revise, edit, and proofread content as needed or directed by client.</li><li>Respond to feedback in a timely manner.</li><li>Work within tight deadlines.</li><li>Cast actors for TV and radio work, including voiceovers.</li><li>Monitor and change advertising campaigns to change effectiveness.</li><li>Check copy for spelling and grammar errors.</li><li>Work with media planners/buyers and the production department to fully develop the advertising campaign.</li><li>Research competitors and keep abreast of market trends.</li></ul>",Creative-Director-job-description
Marketing & Advertising,Database Marketing Specialist,Responsible for working within a company's marketing database to executive and support marketing initiatives.,"<ul><li>Track and analyze direct and interactive marketing campaigns.</li><li>Use statistical analysis and reports to create campaigns.</li><li>Coordinate and monitor the maintenance, integrity, and security of several databases.</li><li>Develop and code the list segmentation for all direct and interactive marketing campaigns and communicate requirements to the primary database vendor.</li><li>Execute segmentation around brand plans.</li><li>Perform data extraction and lead generation.</li><li>Evaluate and optimize effectiveness of marketing campaigns.</li><li>Work with web manager to manage data integration between on and offline software programs.</li><li>Conduct and interpret data analysis.</li><li>Provide internal support to all database users, including training, troubleshooting, and coding.</li><li>Create custom reports.</li><li>Read technical journals and/or manuals, attends vendor seminars, and takes advantage of appropriate professional development opportunities to learn about new database marketing techniques.</li><li>Analyze previous marketing campaigns.</li><li>Demonstrate proficiency in the use of many computer programs and programming languages.</li><li>Carry out daily campaign processes, including start-to-finish scope.</li><li>Schedule and coordinate text and creative content.</li><li>Analyze campaign for key metrics.</li></ul>",Database-Marketing-Specialist-job-description
Marketing & Advertising,Demonstrators,"Responsible for demonstrating the features of a product to an audience. Shows how product works, takes questions, and attempts to persuade consumers to buy product.","<ul><li>Demonstrate product to customers on a TV show, at a store, during a festival, or another venue.</li><li>Show how product is used.</li><li>Demonstrate recipes if necessary.</li><li>Show how product should be cleaned and properly stored.</li><li>Use graphics and slideshows during presentation.</li><li>Answer questions about product.</li><li>Discuss pricing tiers with customers.</li><li>Give product samples.</li><li>Cook, slice, and serve product.</li><li>Visit customer's home to demonstrate product.</li><li>Set up booths, including pictures and samples.</li><li>Conduct guided tours.</li><li>Train other demonstrators.</li><li>Tell customers why product is better than competitors. </li><li>Suggest specific product purchases.</li><li>Visit trade shows to demonstrate product.</li><li>Collect fees or donations.</li><li>Contact businesses and arrange for demonstrations or exhibitions.</li><li>Transport and assemble materials.</li><li>Recommend product improvements to maker.</li><li>Improvise product demonstrations depending on audience size and attention span.</li><li>Produce coupons and informational brochures.</li><li>Wear proper customers or sign boards.</li><li>Walk around store offering samples to customers.</li><li>Clean up area after demonstration.</li></ul>",Demonstrators-job-description
Marketing & Advertising,Direct Marketer,Responsible for promoting services and products to potential customers and up-selling or renewing existing customers.,"<ul><li>Promote products or services to potential customers.</li><li>Increase sales by enhancing the exposure of products.</li><li>Go door-to-door, make cold calls, or email customers to persuade them to buy products.</li><li>Offer free gifts, discounts, incentives, coupons, vouchers, or tokens to convince customers.</li><li>Design in-store displays, special events, direct mailings and advertising campaigns.</li><li>Set price list.</li><li>Negotiate fees and prices with customers.</li><li>Ensure products arrive on time.</li><li>Meet with clients to discuss products.</li><li>Devise new marketing ideas.</li><li>Ensure products are manufactured within budget.</li><li>Perform extensive market research.</li><li>Visit competitors to gain an advantage.</li><li>Craft marketing messages for a targeted group of individuals.</li><li>Include persuasive 'call-to-actions' in advertisements and promotions.</li><li>Place orders for products.</li><li>Design and write press releases.</li><li>Track and analyze direct and interactive marketing campaigns.</li><li>Use statistical analysis and reports to create campaigns.</li><li>Coordinate and monitor the maintenance, integrity, and security of several databases.</li><li>Develop and code the list segmentation for all direct and interactive marketing campaigns and communicate requirements to the primary database vendor.</li><li>Execute segmentation around brand plans.</li><li>Perform data extraction and lead generation.</li><li>Evaluate and optimize effectiveness of marketing campaigns.</li></ul>",Direct-Marketer-job-description
Marketing & Advertising,Email Marketing Specialist,"Responsible for creating email marketing campaigns to promote a product or service. Determines target audience, devises campaign, and launches email campaign to create buzz or generate leads for the business","<ul><li>Create email marketing campaigns to promote products or services.</li><li>Ensure marketing message is conveyed clearly and delivered properly to prospects.</li><li>Ensure messages are sent in proper form and template.</li><li>Proofread emails for clarity, grammar, and spelling.</li><li>Develop a personalization strategy.</li><li>Include specific graphics, incentives, and detailed descriptions.</li><li>Review messages for brevity.</li><li>Send messages to those who have opted in for messages.</li><li>Ensure messages are mobile-friendly.</li><li>Create database of emails for lead generation.</li><li>Follow up on interested respondents.</li><li>Purge non-deliverable email addresses and opt-outs.</li><li>Include persuasive 'call-to-actions' in advertisements and promotions.</li><li>Place orders for products.</li><li>Design and write press releases.</li><li>Track and analyze direct and interactive marketing campaigns.</li><li>Use statistical analysis and reports to create campaigns.</li><li>Coordinate and monitor the maintenance, integrity, and security of several databases.</li><li>Develop and code the list segmentation for all direct and interactive marketing campaigns and communicate requirements to the primary database vendor.</li></ul>",Email-Marketing-Specialist-job-description
Marketing & Advertising,Event and Trade Show Marketer,"""Visit trade shows to demonstrate products and services to an audience. Sets up booths, demonstrates product or service, answers questions, and disassembles booth at the end of the show.","<ul><li>Demonstrate product or service at trade shows and events.</li><li>Ascertain which trade shows would benefit company the most.</li><li>Use graphics and slideshows during presentation.</li><li>Answer questions about product.</li><li>Discuss pricing tiers with customers.</li><li>Give product samples.</li><li>Set up computers to offer tutorials or demonstrations.</li><li>Set up booths, including pictures and samples.</li><li>Conduct guided tours.</li><li>Train other demonstrators.</li><li>Tell customers why product is better than competitors. </li><li>Suggest specific product purchases.</li><li>Visit specific trade shows to market product.</li><li>Collect fees or donations.</li><li>Contact businesses and arrange for demonstrations or exhibitions.</li><li>Transport and assemble materials.</li><li>Recommend product improvements to maker.</li><li>Produce coupons and informational brochures.</li><li>Wear proper customers or sign boards.</li><li>Walk around store offering samples to customers.</li><li>Clean up area after demonstration.</li><li>Deliver speeches and presentations about product.</li></ul>",Event-and-Trade-Show-Marketer-job-description
Marketing & Advertising,Field Marketing Representative,Responsible for planning and executing marketing campaigns to generate new prospects and improve client retention.,"<ul><li>Devise marketing campaigns with the goal of increasing product awareness and increasing sales and profits.</li><li>Plan, organize, and execute marketing and sales programs.</li><li>Act as the point persons for outside, inside and partner sales teams.</li><li>Track market and company sales performance.</li><li>Work closely with marketing teams to create programs.</li><li>Generate leads and drive sales.</li><li>Gather and report customer intelligence to sales teams.</li><li>Develop marketing plans.</li><li>Manage vendor contracts.</li><li>Supervise marketing assistants and other employees.</li><li>Support all company initiatives, give actionable feedback, share best practices and serve as advocate and information source for company.</li><li>Create programs that drive brand loyalty.</li><li>Manage marketing budgets.</li><li>Attend trade shows and events to market product.</li><li>Develop effective account conversion strategies to accelerate adoption.</li><li>Determine product/service value delivered throughout customer operations and effectively communicate value to customers to promote new applications and sales.</li><li>Improve forecast performance of business through thorough understanding of underlying demand assumptions.</li><li>Keep abreast of industry trends, competition, and new opportunities.</li><li>Develop understanding of product line and value chain.</li></ul>",Field-Marketing-Representativ-job-description
Marketing & Advertising,Global Marketing Associate,"Responsible for product development, market research, and facilitating communication with international businesses and partners.","<ul><li>Maximize company's international market share and profits.</li><li>Keep abreast of global market trends.</li><li>Develop products that meet international demands.</li><li>Travel to different countries and perform extensive consumer research.</li><li>Establish competitive pricing strategies.</li><li>Communicate with a variety of businessmen and women from different countries and companies.</li><li>Communicate in more than one language.</li><li>Prepare international marketing plans and policies underneath, and coordinate with other departments to achieve marketing endeavors.</li><li>Perform detailed strategic, pricing, and financial analyses. </li><li>Ensure high level of customer satisfaction.</li><li>Plan marketing and branding objectives.</li><li>Expand product solutions and offerings.</li><li>Prepare marketing strategies alongside other company executives and staff.</li><li>Analyze market trends and recommend changes to marketing and business development strategies based on analysis and feedback.</li><li>Prepare and adhere to budgets.</li><li>Oversee creation and delivery of press releases, advertisements, and other marketing materials.</li><li>Design print ads and publications.</li><li>Ensure brand messages are consistent.</li><li>Gather and analyze customer insight.</li><li>Nurture and enrich all external perceptions of the company and growth of market share.</li><li>Deepen relationships with all media to ensure the most effective messaging and positioning of the organization.</li><li>Lead all areas of content generation and production across all media platforms.</li><li>Take calculated risks based on data-driven analytics.</li><li>Drive overall CRM and direct marketing.</li></ul>",Global-Marketing-Associate-job-description
Marketing & Advertising,Graphic Designer,Responsible for creating a visible image that can be used in media and print. Uses software and hand-rendering to design products that meet the needs of the client.,"<ul><li>Meet with clients to establish a vision for a product or design.</li><li>Select colors, images, textures and shapes to create the layout.</li><li>Select the size and arrangement of the different elements.</li><li>Use computer software to create electronic versions of designs.</li><li>Employ color, type, illustration, photography, animation, and various print and layout techniques when designing project.</li><li>Develop material for web pages.</li><li>Design logos for products and businesses.</li><li>Develop signs and environmental graphics.</li><li>Produce credits after movies and programs.</li><li>Create promotional displays, packaging, and marketing brochures.</li><li>Develop the layout and production design of magazines, newspapers, journals, corporate reports, and other publications.</li><li>Meet with art directors to collaborate on design.</li><li>Perform research on competitors and market trends.</li><li>Collaborate with printers to select type of paper and ink.</li><li>Submit rough drafts to client for approval.</li><li>Make changes to mock-ups.</li><li>Supervise assistants during product design.</li><li>Develop new business contacts.</li><li>Choose and purchase equipment.</li><li>Review catalogue and order samples.</li></ul>",Graphic-Designer-job-description
Marketing & Advertising,Integrated Marketing Associate,Responsible for integrating promotional elements into marketing and maximizing communications channels to ensure the proper message is delivered to customers.,"<ul><li>Develop and execute marketing programs to promote the company's brand.</li><li>Perform lead generation.</li><li>Attend trade shows.</li><li>Create advertisements, webcasts, websites, and direct mail.</li><li>Identify media outlets for press releases and promotions.</li><li>Enforce brand marketing guidelines in trademarks, logos, and publications.</li><li>Develop and track budgets.</li><li>Measure success of various marketing campaigns.</li><li>Drive profitable sales, brand growth and loyalty for a number of business areas.</li><li>Analyze and support both category and cluster marketing plans to align with brand strategy and achieve annual operating plan goals.</li><li>Develop accountability structure for stakeholders.</li><li>Develop and execute brand management plans.</li><li>Create and enhance agency and partner relationships.</li><li>Leverage customer insight data to refine brand management.</li><li>Identify brand-building areas.</li><li>Ensure brand communication for areas of responsibility are consistent with the company and brand positioning.</li><li>Develop and implement media planning, buying, and innovation strategies.</li><li>Provide design and direction for collateral, web, product packaging, and other visual communications media for the company.</li><li>Help promote uniformity and consistency of brand.</li></ul>",Integrated-Marketing-Associate-job-description
Marketing & Advertising,Interactive Marketing Specialist,Responsible for integrating promotional elements into marketing and maximizing communications channels to ensure the proper message is delivered to customers.,"<ul><li>Develop and execute marketing programs to promote the company's brand.</li><li>Perform lead generation.</li><li>Attend trade shows.</li><li>Create advertisements, webcasts, websites, and direct mail.</li><li>Identify media outlets for press releases and promotions.</li><li>Enforce brand marketing guidelines in trademarks, logos, and publications.</li><li>Develop and track budgets.</li><li>Measure success of various marketing campaigns.</li><li>Drive profitable sales, brand growth and loyalty for a number of business areas.</li><li>Analyze and support both category and cluster marketing plans to align with brand strategy and achieve annual operating plan goals.</li><li>Develop accountability structure for stakeholders.</li><li>Develop and execute brand management plans.</li><li>Create and enhance agency and partner relationships.</li><li>Leverage customer insight data to refine brand management.</li><li>Identify brand-building areas.</li><li>Ensure brand communication for areas of responsibility are consistent with the company and brand positioning.</li><li>Develop and implement media planning, buying, and innovation strategies.</li><li>Provide design and direction for collateral, web, product packaging, and other visual communications media for the company.</li><li>Help promote uniformity and consistency of brand.</li></ul>",Interactive-Marketing-Specialist-job-description
Marketing & Advertising,Internet Marketing Specialist,"Responsible for developing rich, quality content for online sites.","<ul><li>Develop easy-to-use, clear, concise, comprehensible content.</li><li>Research web copy.</li><li>Create sites that are optimized for search engines.</li><li>Develop relationships with websites to obtain quality links.</li><li>Improve search-engine rankings.</li><li>Develop and maintain social media profiles on Twitter, Facebook, and LinkedIn.</li><li>Send out quality messages on these channels.</li><li>Drive traffic to websites using a variety of methods.</li><li>Ensure content appears high on search rankings.</li><li>Develop density of desired keyword on page</li><li>Research popularity of sites linking to page.</li><li>Develop pay-per-click advertising campaigns.</li><li>Create Internet ads.</li><li>Establish an effective presence on social media sites.</li><li>Monitor a company's online reputation.</li><li>Approve or delete comments on blogs or articles.</li><li>Highlight and encourage positive comments.</li><li>Strengthen relationships with power brokers.</li><li>Manage and deliver email lists.</li><li>Design and deliver emails. </li><li>Craft email campaigns.</li><li>Integrate other online presences including social media outlets with email campaigns.</li><li>Follow up on responses.</li><li>Solicit customer feedback and optimize campaigns accordingly.</li></ul>",Internet-Marketing-Specialist-job-description
Marketing & Advertising,Market Analyst,"Responsible for performing research and providing insights regarding the market, trends, competitors, potential and existing customers, and current campaigns.","<ul><li>Examine a campaign's return on investment.</li><li>Identify new market opportunities.</li><li>Complete concept-testing for new products.</li><li>Perform extensive market research.</li><li>Determine brand perceptions and reputations.</li><li>Evaluate market penetration.</li><li>Develop groups and solicit customer feedback.</li><li>Analyze marketing metrics to identify cause and effect relationships.</li><li>Identify positive financial outcomes to increase profitability.</li><li>Create databases and capture market data.</li><li>Analyze competitors.</li><li>Assess client's promotional needs.</li><li>Evaluate demographics, prices, distribution channels, and marketing outlets.</li><li>Develop sales strategies in tandem with marketing department.</li><li>Meet with clients to ascertain marketing goals.</li><li>Create questionnaires and surveys.</li><li>Conduct secondary research, including finding information from industry associations, statisticians and marketing experts.</li><li>Generate reports that analyze competition and customers.</li><li>Offer insights about product potentials.</li><li>Be familiar with advanced statistical analysis and research methodologies, along with common computer programs.</li></ul>",Market-Analyst-job-description
Marketing & Advertising,Market Development Specialist,Responsible for developing a particular market segment for a company. Promotes products and services to potential and existing customers.,"<ul><li>Assist with developing the market for client or company.</li><li>Focus on growing existing accounts and acquiring new clients.</li><li>Conduct meetings.</li><li>Make sales presentations.</li><li>Sell general or direct response print ads to a weekly or monthly publication.</li><li>Generate and describe creative, results-focused marketing concepts to a diverse client base.</li><li>Sell air time on television and radio programs.</li><li>Handle incoming inquiries to buy ad space.</li><li>Book sales appointments.</li><li>Walk door-to-door and solicit business.</li><li>Present sample ads to the client.</li><li>Assess client's promotional needs.</li><li>Evaluate demographics, prices, distribution channels, and marketing outlets.</li><li>Develop sales strategies in tandem with marketing department.</li><li>Meet with clients to ascertain marketing goals.</li><li>Create questionnaires and surveys.</li><li>Conduct secondary research, including finding information from industry associations, statisticians and marketing experts.</li><li>Generate reports that analyze competition and customers.</li><li>Offer insights about product potentials.</li><li>Be familiar with advanced statistical analysis and research methodologies, along with common computer programs.</li></ul>",Market-Development-Specialist-job-description
Marketing & Advertising,Market Research Analyst,Responsible for performing market research to determine how people perceive products and services. Helps companies understand what types of products people want or need.,"<ul><li>Perform market research.</li><li>Determine who will buy products and at what price.</li><li>Advise on pricing strategies.</li><li>Gather statistical data on competitors.</li><li>Examine prices, methods of marketing, and sales.</li><li>Analyze data on past sales to predict future sales.</li><li>Obtain data to design surveys and assess consumer preferences.</li><li>Devise focus group discussions, mail responses, and set up booths at public places.</li><li>Conduct surveys.</li><li>Make recommendations to client or employer.</li><li>Provide companies with vital information to help them make decisions on the promotion, distribution, and design of products or services.</li><li>Increase public demand for products.</li><li>Determine whether companies should add new lines of merchandise.</li><li>Open new branches.</li><li>Help develop advertising brochures, sales plans, and product promotions.</li><li>Develop rebates, giveaways, and other incentives.</li><li>Gather information to help make fiscal or policy decisions, measure the effectiveness of those decisions, and improve customer satisfaction. </li><li>Conduct opinion research to determine public attitudes on a variety of issues.</li><li>Supervise interviewers.</li><li>Design surveys in many different formats.</li></ul>",Market-Research-Analyst-job-description
Marketing & Advertising,Market Researcher,"Responsible for performing extensive research on various markets with the goal of informing clients and companies on what products to make, promote, or remove from the market.","<ul><li>Perform market research.</li><li>Determine who will buy products and at what price.</li><li>Advise on pricing strategies.</li><li>Gather statistical data on competitors.</li><li>Examine prices, methods of marketing, and sales.</li><li>Analyze data on past sales to predict future sales.</li><li>Obtain data to design surveys and assess consumer preferences.</li><li>Devise focus group discussions, mail responses, and set up booths at public places.</li><li>Conduct surveys.</li><li>Make recommendations to client or employer.</li><li>Provide companies with vital information to help them make decisions on the promotion, distribution, and design of products or services.</li><li>Increase public demand for products.</li><li>Determine whether companies should add new lines of merchandise.</li><li>Open new branches.</li><li>Help develop advertising brochures, sales plans, and product promotions.</li><li>Develop rebates, giveaways, and other incentives.</li><li>Gather information to help make fiscal or policy decisions, measure the effectiveness of those decisions, and improve customer satisfaction. </li><li>Conduct opinion research to determine public attitudes on a variety of issues.</li><li>Supervise interviewers.</li><li>Design surveys in many different formats.</li></ul>",Market-Researcher-job-description
Marketing & Advertising,Marketing Communications Associate,"Responsible for coordinating the communications output within a company. Creates and delivers emails, direct mail, brochures, newsletters, and other publications.","<ul><li>Create company literature and other forms of communication.</li><li>Create marketing and promotional materials, both print and electronic.</li><li>Work with advertisers for timely and useable ad submissions,</li><li>Copyedit, proofread, and revise communications.</li><li>Design and launch email marketing campaigns.</li><li>Recommend, implement and maintain site design and operation.</li><li>Plan and deliver education courses and materials.</li><li>Work with manager and business units to determine event budget and manage expenses to that budget.</li><li>Promote products and services through public relations initiatives.</li><li>Develop marketing communications campaigns.</li><li>Create thought leadership materials.</li><li>Create and deliver press releases, media relations content, case studies, white papers, executive bios, corporate newsletter content, social media content, and speaking proposals.</li><li>Identify, develop and execute communications strategy for key media contacts and customer references.</li><li>Research media coverage and industry trends.</li><li>Develop fresh story ideas.</li><li>Conduct extensive media outreach.</li><li>Prepare briefing materials.</li><li>Coordinate scheduling and logistics.</li><li>Coordinate conference, trade shows, and press interviews.</li><li>Manage information.</li><li>Prepare agendas and conduct research.</li></ul>",Marketing-Communications-Associate-job-description
Marketing & Advertising,Marketing Coordinator,"Responsible for creating and delivering marketing ideas and activities. Concepts and creates marketing materials, manages projects, and ensures company messages are consistent.","<ul><li>Create, deliver, edit, and optimize marketing materials.</li><li>Ensure that messages are supportive of and consistent with marketing strategies.</li><li>Supervise social media outreach.</li><li>Deliver content via LinkedIn, Twitter, Facebook, email, or direct mail.</li><li>Coordinate and deliver email campaigns.</li><li>Mass-mail materials.</li><li>Create brochures and sell sheets.</li><li>Provide support to marketing department.</li><li>Coordinate flow of information and communication and disseminate it according to plan/strategy.</li><li>Work with manager and business units to determine event budget and manage expenses to that budget.</li><li>Promote products and services through public relations initiatives.</li><li>Develop marketing communications campaigns.</li><li>Create thought leadership materials.</li><li>Create and deliver press releases, media relations content, case studies, white papers, executive bios, corporate newsletter content, social media content, and speaking proposals.</li><li>Identify, develop and execute communications strategy for key media contacts and customer references.</li><li>Research media coverage and industry trends.</li><li>Develop fresh story ideas.</li><li>Conduct extensive media outreach.</li><li>Improve communication efficiencies within company.</li><li>Manage video content.</li><li>Create and distribute customer surveys.</li></ul>",Marketing-Coordinator-job-description
Marketing & Advertising,Media Buyer,"Responsible for seeking out, purchasing, and negotiating media space for companies.","<ul><li>Reach highest number of people with lowest-priced ad possible.</li><li>Identify target audience.</li><li>Coordinate launch of media campaigns with marketing, communications, and sales departments.</li><li>Decide how best way to communicate message.</li><li>Keep abreast of industry figures, including distribution and audience figures.</li><li>Monitor buying strategies.</li><li>Monitor and optimize effectiveness of campaigns.</li><li>Build relationships with media sales companies.</li><li>Negotiate rates with media sales companies to obtain most competitive prices.</li><li>Find a combination of media that will enable the marketer to communicate the message.</li><li>Buy advertising space in magazines or newspapers.</li><li>Purchase advertising time on radio.</li><li>Collect information about the kinds of audiences that can be reached by the different media and the approximate size of those audiences.</li><li>Use a combination of several different kinds of media to reach different audiences.</li><li>Gain client approval for each campaign phase.</li><li>Work with media sales workers employed by newspapers, magazines, cable services, and radio and television stations.</li><li>Track down and buy space in print publications or television markets.</li><li>Resell space to advertising agencies.</li><li>Recommend which days and times ads should run.</li><li>Prepare advertising schedules.</li></ul>",Media-Buyer-job-description
Marketing & Advertising,Media Director,"Responsible for managing the media department, including media buying and planning initiatives. Devises plans for media buying, places ads, and ensures ad buying stays within budget.","<ul><li>Attend strategy meetings and brainstorm on media buying initiatives and suggestions.</li><li>Discuss projects with clients.</li><li>Manage media department.</li><li>Train and supervise media department employees.</li><li>Coordinate launch of media campaigns with marketing, communications, and sales departments.</li><li>Decide how best way to communicate message.</li><li>Keep abreast of industry figures, including distribution and audience figures.</li><li>Monitor buying strategies.</li><li>Monitor and optimize effectiveness of campaigns.</li><li>Build relationships with media sales companies.</li><li>Negotiate rates with media sales companies to obtain most competitive prices.</li><li>Find a combination of media that will enable the marketer to communicate the message.</li><li>Buy advertising space in magazines or newspapers.</li><li>Purchase advertising time on radio.</li><li>Collect information about the kinds of audiences that can be reached by the different media and the approximate size of those audiences.</li><li>Use a combination of several different kinds of media to reach different audiences.</li><li>Gain client approval for each campaign phase.</li><li>Work with media sales workers employed by newspapers, magazines, cable services, and radio and television stations.</li><li>Track down and buy space in print publications or television markets.</li><li>Resell space to advertising agencies.</li><li>Recommend which days and times ads should run.</li></ul>",Media-Director-job-description
Marketing & Advertising,Media Planner,Responsible for planning the purchase of ad space for clients. Decides when and where ads should be placed and negotiates rates for ads.,"<ul><li>Reach highest number of people with lowest-priced ad possible.</li><li>Identify target audience.</li><li>Coordinate launch of media campaigns with marketing, communications, and sales departments.</li><li>Decide how best way to communicate message.</li><li>Keep abreast of industry figures, including distribution and audience figures.</li><li>Monitor buying strategies.</li><li>Monitor and optimize effectiveness of campaigns.</li><li>Build relationships with media sales companies.</li><li>Negotiate rates with media sales companies to obtain most competitive prices.</li><li>Find a combination of media that will enable the marketer to communicate the message.</li><li>Buy advertising space in magazines or newspapers.</li><li>Purchase advertising time on radio.</li><li>Collect information about the kinds of audiences that can be reached by the different media and the approximate size of those audiences.</li><li>Use a combination of several different kinds of media to reach different audiences.</li><li>Gain client approval for each campaign phase.</li><li>Work with media sales workers employed by newspapers, magazines, cable services, and radio and television stations.</li><li>Track down and buy space in print publications or television markets.</li><li>Resell space to advertising agencies.</li><li>Recommend which days and times ads should run.</li><li>Prepare advertising schedules.</li></ul>",Media-Planner-job-description
